,Domain,Phylum,Class,Order,Family,Genus,species,FamGenSpASV,PhyOrdFam
ASV2319,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,,Bacteroidales; Dysgonomonadaceae; Dysgonomonas; ASV2319,Bacteroidota; Bacteroidales; Dysgonomonadaceae
ASV2320,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade,OM182_clade,,OM182_clade; OM182_clade; OM182_clade; ASV2320,Proteobacteria; OM182_clade; OM182_clade
ASV2321,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,,uncultured_bacterium,Microtrichales; Microtrichaceae; uncultured_bacterium; ASV2321,Actinobacteriota; Microtrichales; Microtrichaceae
ASV2322,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,uncultured_Sphingobacteriia,Chitinophagales; Chitinophagaceae; Taibaiella; uncultured_Sphingobacteriia; ASV2322,Bacteroidota; Chitinophagales; Chitinophagaceae
ASV2323,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas_sp.,Bacteroidales; Dysgonomonadaceae; Dysgonomonas; Dysgonomonas_sp.; ASV2323,Bacteroidota; Bacteroidales; Dysgonomonadaceae
ASV2324,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,Rhizobiales; Rhizobiaceae; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; ASV2324,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV2325,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,,Candidatus_Berkiella,uncultured_bacterium,Gammaproteobacteria_Incertae_Sedis; Candidatus_Berkiella; uncultured_bacterium; ASV2325,Proteobacteria; Gammaproteobacteria_Incertae_Sedis
ASV2326,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonadales; Pseudomonadaceae; Pseudomonas; ASV2326,Proteobacteria; Pseudomonadales; Pseudomonadaceae
ASV2327,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,,uncultured_sludge,Planctomycetales; Rubinisphaeraceae; uncultured_sludge; ASV2327,Planctomycetota; Planctomycetales; Rubinisphaeraceae
ASV2328,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV2328,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV2329,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,uncultured_bacterium,Isosphaerales; Isosphaeraceae; uncultured_bacterium; ASV2329,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV2330,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Rhizobiales; Devosiaceae; Devosia; ASV2330,Proteobacteria; Rhizobiales; Devosiaceae
ASV2331,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome,Chlamydiales; Parachlamydiaceae; Neochlamydia; metagenome; ASV2331,Verrucomicrobiota; Chlamydiales; Parachlamydiaceae
ASV2332,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Anaerobacterium,,Clostridia; Hungateiclostridiaceae; Anaerobacterium; ASV2332,Firmicutes; Clostridia; Hungateiclostridiaceae
ASV2333,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,,Microtrichales; Iamiaceae; Iamia; ASV2333,Actinobacteriota; Microtrichales; Iamiaceae
ASV2334,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured_Chlamydiales,Chlamydiales; Parachlamydiaceae; Neochlamydia; uncultured_Chlamydiales; ASV2334,Verrucomicrobiota; Chlamydiales; Parachlamydiaceae
ASV2335,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,,,Frankiales; Geodermatophilaceae; ASV2335,Actinobacteriota; Frankiales; Geodermatophilaceae
ASV2336,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,,Gemmatales; Gemmataceae; ASV2336,Planctomycetota; Gemmatales; Gemmataceae
ASV2337,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,Reyranellales; Reyranellaceae; Reyranella; ASV2337,Proteobacteria; Reyranellales; Reyranellaceae
ASV2338,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; ASV2338,Proteobacteria; Xanthomonadales; Xanthomonadaceae
ASV2339,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,metagenome,Microtrichales; Ilumatobacteraceae; CL500-29_marine_group; metagenome; ASV2339,Actinobacteriota; Microtrichales; Ilumatobacteraceae
ASV2340,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Chamaesiphon_PCC-7430,,Leptolyngbyales; Leptolyngbyaceae; Chamaesiphon_PCC-7430; ASV2340,Cyanobacteria; Leptolyngbyales; Leptolyngbyaceae
ASV2341,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,Isosphaerales; Isosphaeraceae; Tundrisphaera; uncultured_bacterium; ASV2341,Planctomycetota; Isosphaerales; Isosphaeraceae
ASV2342,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; ASV2342,Proteobacteria; Rhizobiales; Hyphomicrobiaceae
ASV2343,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,ASV2343,Proteobacteria
ASV2344,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV2344,Proteobacteria; Burkholderiales; Comamonadaceae
ASV2345,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax,uncultured_bacterium,Bacteriovoracales; Bacteriovoracaceae; Halobacteriovorax; uncultured_bacterium; ASV2345,Bdellovibrionota; Bacteriovoracales; Bacteriovoracaceae
ASV2346,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured_bacterium,Gemmatales; Gemmataceae; Fimbriiglobus; uncultured_bacterium; ASV2346,Planctomycetota; Gemmatales; Gemmataceae
ASV2347,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Rhizobiales; Devosiaceae; Devosia; ASV2347,Proteobacteria; Rhizobiales; Devosiaceae
ASV2348,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,,Gemmatales; Gemmataceae; Gemmata; ASV2348,Planctomycetota; Gemmatales; Gemmataceae
ASV2349,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,,Planctomycetales; Schlesneriaceae; Schlesneria; ASV2349,Planctomycetota; Planctomycetales; Schlesneriaceae
ASV2350,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,,IMCC26256; IMCC26256; IMCC26256; ASV2350,Actinobacteriota; IMCC26256; IMCC26256
ASV2351,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,,Oceanospirillales; Marinomonadaceae; Marinomonas; ASV2351,Proteobacteria; Oceanospirillales; Marinomonadaceae
ASV2352,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,,Acetobacterales; Acetobacteraceae; Roseococcus; ASV2352,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV2353,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV2353,Proteobacteria; Burkholderiales; Comamonadaceae
ASV2354,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,Xanthomonadales; Xanthomonadaceae; ASV2354,Proteobacteria; Xanthomonadales; Xanthomonadaceae
ASV2355,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015,uncultured_gamma,Arenicellales; Arenicellaceae; HTCC5015; uncultured_gamma; ASV2355,Proteobacteria; Arenicellales; Arenicellaceae
ASV2356,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,Sphingomonadales; Sphingomonadaceae; Sphingorhabdus; ASV2356,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV2357,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,Pseudomonadales; Moraxellaceae; Acinetobacter; ASV2357,Proteobacteria; Pseudomonadales; Moraxellaceae
ASV2358,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingomonadales; Sphingomonadaceae; Sphingopyxis; ASV2358,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV2359,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,Flavobacteriales; Flavobacteriaceae; Polaribacter; ASV2359,Bacteroidota; Flavobacteriales; Flavobacteriaceae
ASV2360,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,,Candidatus_Ovatusbacter,uncultured_bacterium,Gammaproteobacteria_Incertae_Sedis; Candidatus_Ovatusbacter; uncultured_bacterium; ASV2360,Proteobacteria; Gammaproteobacteria_Incertae_Sedis
ASV2361,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV2361,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV2362,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,,Frankiales; Frankiaceae; Jatrophihabitans; ASV2362,Actinobacteriota; Frankiales; Frankiaceae
ASV2363,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,,Microtrichales; Ilumatobacteraceae; Ilumatobacter; ASV2363,Actinobacteriota; Microtrichales; Ilumatobacteraceae
ASV2364,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,,Frankiales; Nakamurellaceae; Nakamurella; ASV2364,Actinobacteriota; Frankiales; Nakamurellaceae
ASV2365,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,Corynebacteriales; Nocardiaceae; Nocardia; ASV2365,Actinobacteriota; Corynebacteriales; Nocardiaceae
ASV2366,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_somerae,Bacteroidales; Porphyromonadaceae; Porphyromonas; Porphyromonas_somerae; ASV2366,Bacteroidota; Bacteroidales; Porphyromonadaceae
ASV2367,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,Anaerococcus_prevotii,Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Anaerococcus; Anaerococcus_prevotii; ASV2367,Firmicutes; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales
ASV2368,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,Rhizobiales; Rhizobiaceae; ASV2368,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV2369,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,,Gemmatales; Gemmataceae; Gemmata; ASV2369,Planctomycetota; Gemmatales; Gemmataceae
ASV2370,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV2370,Proteobacteria; Burkholderiales; Comamonadaceae
ASV2371,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,,SAR11_clade; Clade_I; Clade_Ia; ASV2371,Proteobacteria; SAR11_clade; Clade_I
ASV2372,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacteriales; Flavobacteriaceae; Flavobacterium; ASV2372,Bacteroidota; Flavobacteriales; Flavobacteriaceae
ASV2373,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,,,Micrococcales; Micrococcaceae; ASV2373,Actinobacteriota; Micrococcales; Micrococcaceae
ASV2374,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,,Clostridiales; Clostridiaceae; Clostridium_sensu_stricto_1; ASV2374,Firmicutes; Clostridiales; Clostridiaceae
ASV2375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,Rhizobiales; Rhizobiaceae; ASV2375,Proteobacteria; Rhizobiales; Rhizobiaceae
ASV2376,Bacteria,Firmicutes,,,,,,ASV2376,Firmicutes
ASV2377,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,,Rhizobiales; Hyphomicrobiaceae; ASV2377,Proteobacteria; Rhizobiales; Hyphomicrobiaceae
ASV2378,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,uncultured_bacterium,Saccharimonadales; Saccharimonadales; Saccharimonadales; uncultured_bacterium; ASV2378,Patescibacteria; Saccharimonadales; Saccharimonadales
ASV2379,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV2379,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV2380,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV2380,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV2381,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV2381,Proteobacteria; Burkholderiales; Comamonadaceae
ASV2382,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonadales; Sphingomonadaceae; Sphingomonas; ASV2382,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV2383,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus_Tenderia,uncultured_gamma,Tenderiales; Tenderiaceae; Candidatus_Tenderia; uncultured_gamma; ASV2383,Proteobacteria; Tenderiales; Tenderiaceae
ASV2384,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade,,Puniceispirillales; SAR116_clade; SAR116_clade; ASV2384,Proteobacteria; Puniceispirillales; SAR116_clade
ASV2385,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,uncultured_marine,Flavobacteriales; Flavobacteriaceae; Ulvibacter; uncultured_marine; ASV2385,Bacteroidota; Flavobacteriales; Flavobacteriaceae
ASV2386,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,Burkholderiales; Comamonadaceae; ASV2386,Proteobacteria; Burkholderiales; Comamonadaceae
ASV2387,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis,Bacteroidales; Prevotellaceae; Prevotella; Prevotella_timonensis; ASV2387,Bacteroidota; Bacteroidales; Prevotellaceae
ASV2388,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,Lactobacillales; Enterococcaceae; Enterococcus; ASV2388,Firmicutes; Lactobacillales; Enterococcaceae
ASV2389,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,,Micrococcales; Microbacteriaceae; ASV2389,Actinobacteriota; Micrococcales; Microbacteriaceae
ASV2390,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonadales; Sphingomonadaceae; Sphingomonas; ASV2390,Proteobacteria; Sphingomonadales; Sphingomonadaceae
ASV2391,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,metagenome,TK10; TK10; TK10; metagenome; ASV2391,Chloroflexi; TK10; TK10
ASV2392,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,,Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; ASV2392,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV2393,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured_bacterium,Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter; uncultured_bacterium; ASV2393,Verrucomicrobiota; Chthoniobacterales; Chthoniobacteraceae
ASV2394,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,,Micrococcales; Cellulomonadaceae; Cellulomonas; ASV2394,Actinobacteriota; Micrococcales; Cellulomonadaceae
ASV2395,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,Lactobacillales; ASV2395,Firmicutes; Lactobacillales
ASV2396,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,,Candidatus_Berkiella,uncultured_bacterium,Gammaproteobacteria_Incertae_Sedis; Candidatus_Berkiella; uncultured_bacterium; ASV2396,Proteobacteria; Gammaproteobacteria_Incertae_Sedis
ASV2397,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,metagenome,Pirellulales; Pirellulaceae; metagenome; ASV2397,Planctomycetota; Pirellulales; Pirellulaceae
ASV2398,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,Lactobacillales; ASV2398,Firmicutes; Lactobacillales
ASV2399,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Methylobacterium_cerastii,Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; Methylobacterium_cerastii; ASV2399,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV2400,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_limi,Rhizobiales; Devosiaceae; Devosia; Devosia_limi; ASV2400,Proteobacteria; Rhizobiales; Devosiaceae
ASV2401,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,Lachnospirales; Lachnospiraceae; ASV2401,Firmicutes; Lachnospirales; Lachnospiraceae
ASV2402,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium,RsaHf231; RsaHf231; RsaHf231; uncultured_bacterium; ASV2402,Firmicutes; RsaHf231; RsaHf231
ASV2403,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Longivirga,,Frankiales; Sporichthyaceae; Longivirga; ASV2403,Actinobacteriota; Frankiales; Sporichthyaceae
ASV2404,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,,Clostridiales; Clostridiaceae; Clostridium_sensu_stricto_1; ASV2404,Firmicutes; Clostridiales; Clostridiaceae
ASV2405,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,,metagenome,Chlamydiales; Parachlamydiaceae; metagenome; ASV2405,Verrucomicrobiota; Chlamydiales; Parachlamydiaceae
ASV2406,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV2406,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV2407,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,,Acetobacterales; Acetobacteraceae; ASV2407,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV2408,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,metagenome,Solirubrobacterales; 67-14; 67-14; metagenome; ASV2408,Actinobacteriota; Solirubrobacterales; 67-14
ASV2409,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,,Planctomycetales; Schlesneriaceae; Schlesneria; ASV2409,Planctomycetota; Planctomycetales; Schlesneriaceae
ASV2410,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,,Paenibacillales; Paenibacillaceae; Paenibacillus; ASV2410,Firmicutes; Paenibacillales; Paenibacillaceae
ASV2411,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoactinomyces,,Thermoactinomycetales; Thermoactinomycetaceae; Thermoactinomyces; ASV2411,Firmicutes; Thermoactinomycetales; Thermoactinomycetaceae
ASV2412,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,,Oceanospirillales; Oceanospirillaceae; Oceanospirillum; ASV2412,Proteobacteria; Oceanospirillales; Oceanospirillaceae
ASV2413,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,uncultured_bacterium,Rhodospirillales; Magnetospirillaceae; Telmatospirillum; uncultured_bacterium; ASV2413,Proteobacteria; Rhodospirillales; Magnetospirillaceae
ASV2414,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,,,,Chthoniobacterales; ASV2414,Verrucomicrobiota; Chthoniobacterales
ASV2415,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,,Enterobacterales; Hafniaceae; Hafnia-Obesumbacterium; ASV2415,Proteobacteria; Enterobacterales; Hafniaceae
ASV2416,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,,RsaHf231; RsaHf231; RsaHf231; ASV2416,Firmicutes; RsaHf231; RsaHf231
ASV2417,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,,Acetobacterales; Acetobacteraceae; ASV2417,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV2418,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,,Enterobacterales; Hafniaceae; Hafnia-Obesumbacterium; ASV2418,Proteobacteria; Enterobacterales; Hafniaceae
ASV2419,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactobacillales; Streptococcaceae; Lactococcus; ASV2419,Firmicutes; Lactobacillales; Streptococcaceae
ASV2420,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactobacillales; Streptococcaceae; Lactococcus; ASV2420,Firmicutes; Lactobacillales; Streptococcaceae
ASV2421,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,,Frankiales; Acidothermaceae; Acidothermus; ASV2421,Actinobacteriota; Frankiales; Acidothermaceae
ASV2422,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_Planctomycetaceae,Pirellulales; Pirellulaceae; Pirellula; uncultured_Planctomycetaceae; ASV2422,Planctomycetota; Pirellulales; Pirellulaceae
ASV2423,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,,Rhizobiales; Beijerinckiaceae; Bosea; ASV2423,Proteobacteria; Rhizobiales; Beijerinckiaceae
ASV2424,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_Alphaproteobacteria,Acetobacterales; Acetobacteraceae; Acidiphilium; uncultured_Alphaproteobacteria; ASV2424,Proteobacteria; Acetobacterales; Acetobacteraceae
ASV2425,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,,Isosphaerales; Isosphaeraceae; Tundrisphaera; ASV2425,Planctomycetota; Isosphaerales; Isosphaeraceae
